title,year,All Intl,Total Gross,USA,"Europe, Middle East, and Africa",Latin America,Asia Pacific,China
April Fool's Day,1986,0,12947763,12947763,no data,no data,no data,no data
Labyrinth,1986,176842,12906759,12729917,176842,no data,no data,no data
Club Paradise,1986,0,12308521,12308521,no data,no data,no data,no data
No Mercy,1986,0,12303904,12303904,no data,no data,no data,no data
Brighton Beach Memoirs,1986,0,11957943,11957943,no data,no data,no data,no data
Firewalker,1986,0,11949484,11949484,no data,no data,no data,no data
Big Trouble in Little China,1986,0,11100000,11100000,no data,no data,no data,no data
Under the Cherry Moon,1986,0,10090429,10090429,no data,no data,no data,no data
Murphy's Law,1986,0,9947631,9947631,no data,no data,no data,no data
SpaceCamp,1986,0,9697739,9697739,no data,no data,no data,no data
Deadly Friend,1986,0,8988731,8988731,no data,no data,no data,no data
Manhunter,1986,0,8620929,8620929,no data,no data,no data,no data
Blue Velvet,1986,0,8551228,8551228,no data,no data,no data,no data
Care Bears Movie II: A New Generation,1986,0,8540346,8540346,no data,no data,no data,no data
Wise Guys,1986,0,8475466,8475466,no data,no data,no data,no data
Something Wild,1986,0,8362969,8362969,no data,no data,no data,no data
Lucas,1986,0,8200000,8200000,no data,no data,no data,no data
Haunted Honeymoon,1986,0,8033397,8033397,no data,no data,no data,no data
The Texas Chainsaw Massacre 2,1986,0,8025872,8025872,no data,no data,no data,no data
The Best of Times,1986,0,7790931,7790931,no data,no data,no data,no data
Quicksilver,1986,0,7634909,7634909,no data,no data,no data,no data
Maximum Overdrive,1986,0,7433663,7433663,no data,no data,no data,no data
Witchboard,1986,0,7369373,7369373,no data,no data,no data,no data
The Boy Who Could Fly,1986,0,7177431,7177431,no data,no data,no data,no data
The Name of the Rose,1986,0,7153487,7153487,no data,no data,no data,no data
She's Gotta Have It,1986,0,7137502,7137502,no data,no data,no data,no data
Blue City,1986,0,6947787,6947787,no data,no data,no data,no data
Trick or Treat,1986,0,6797218,6797218,no data,no data,no data,no data
9½ Weeks,1986,0,6735922,6735922,no data,no data,no data,no data
Black Moon Rising,1986,0,6637565,6637565,no data,no data,no data,no data
Just Between Friends,1986,0,6408791,6408791,no data,no data,no data,no data
A Fine Mess,1986,0,6029824,6029824,no data,no data,no data,no data
My Little Pony: The Movie,1986,0,5958456,5958456,no data,no data,no data,no data
Highlander,1986,0,5900000,5900000,no data,no data,no data,no data
The Transformers: The Movie,1986,0,5849647,5849647,no data,no data,no data,no data
The Hitcher,1986,0,5844868,5844868,no data,no data,no data,no data
Crossroads,1986,0,5839031,5839031,no data,no data,no data,no data
Mona Lisa,1986,0,5794184,5794184,no data,no data,no data,no data
Troll,1986,0,5450815,5450815,no data,no data,no data,no data
52 Pick-Up,1986,0,5186646,5186646,no data,no data,no data,no data
Out of Bounds,1986,0,5099316,5099316,no data,no data,no data,no data
Vamp,1986,0,4941117,4941117,no data,no data,no data,no data
Invaders from Mars,1986,0,4884663,4884663,no data,no data,no data,no data
Band of the Hand,1986,0,4865912,4865912,no data,no data,no data,no data
American Anthem,1986,0,4845724,4845724,no data,no data,no data,no data
Off Beat,1986,0,4842778,4842778,no data,no data,no data,no data
My Chauffeur,1986,0,4781448,4781448,no data,no data,no data,no data
Violets Are Blue...,1986,0,4743287,4743287,no data,no data,no data,no data
King Kong Lives,1986,0,4711220,4711220,no data,no data,no data,no data
Avenging Force,1986,0,4679650,4679650,no data,no data,no data,no data
"No Retreat, No Surrender",1986,0,4662137,4662137,no data,no data,no data,no data
Fire with Fire,1986,0,4636169,4636169,no data,no data,no data,no data
Eliminators,1986,0,4601256,4601256,no data,no data,no data,no data
That's Life!,1986,0,4079895,4079895,no data,no data,no data,no data
Tai-Pan,1986,0,4007250,4007250,no data,no data,no data,no data
The Manhattan Project,1986,0,3900000,3900000,no data,no data,no data,no data
Power,1986,0,3800000,3800000,no data,no data,no data,no data
The Wraith,1986,0,3500000,3500000,no data,no data,no data,no data
Head Office,1986,0,3393807,3393807,no data,no data,no data,no data
Born American,1986,0,3388020,3388020,no data,no data,no data,no data
'Round Midnight,1986,0,3272593,3272593,no data,no data,no data,no data
The Naked Cage,1986,0,3136701,3136701,no data,no data,no data,no data
Bullies,1986,0,2995527,2995527,no data,no data,no data,no data
Sid and Nancy,1986,0,2826523,2826523,no data,no data,no data,no data
Deadtime Stories,1986,0,2750741,2750741,no data,no data,no data,no data
Playing for Keeps,1986,0,2669366,2669366,no data,no data,no data,no data
Heathcliff: The Movie,1986,0,2610686,2610686,no data,no data,no data,no data
The Men's Club,1986,0,2556361,2556361,no data,no data,no data,no data
Streets of Gold,1986,0,2546238,2546238,no data,no data,no data,no data
True Stories,1986,0,2545142,2545142,no data,no data,no data,no data
Reform School Girls,1986,0,2510433,2510433,no data,no data,no data,no data
P.O.W. the Escape,1986,0,2497233,2497233,no data,no data,no data,no data
Desert Hearts,1986,0,2492088,2492088,no data,no data,no data,no data
My Beautiful Laundrette,1986,0,2451545,2451545,no data,no data,no data,no data
"Hey There, It's Yogi Bear",1986,0,2438233,2438233,no data,no data,no data,no data
Dangerously Close,1986,0,2390525,2390525,no data,no data,no data,no data
At Close Range,1986,0,2347000,2347000,no data,no data,no data,no data
Shanghai Surprise,1986,0,2315683,2315683,no data,no data,no data,no data
Sky Bandits,1986,0,2295500,2295500,no data,no data,no data,no data
Nomads,1986,0,2278264,2278264,no data,no data,no data,no data
Turtle Diary,1986,0,2156772,2156772,no data,no data,no data,no data
Three Men and a Cradle,1986,0,2052466,2052466,no data,no data,no data,no data
Rad,1986,0,2015882,2015882,no data,no data,no data,no data
Betty Blue,1986,0,2003822,2003822,no data,no data,no data,no data
The Clan of the Cave Bear,1986,0,1953732,1953732,no data,no data,no data,no data
Jake Speed,1986,0,1943751,1943751,no data,no data,no data,no data
The Decline of the American Empire,1986,0,1902706,1902706,no data,no data,no data,no data
Quiet Cool,1986,0,1900000,1900000,no data,no data,no data,no data
Link,1986,0,1720450,1720450,no data,no data,no data,no data
Pirates,1986,0,1641825,1641825,no data,no data,no data,no data
Solarbabies,1986,0,1579260,1579260,no data,no data,no data,no data
Salvador,1986,0,1500000,1500000,no data,no data,no data,no data
Clockwise,1986,0,1476356,1476356,no data,no data,no data,no data
Down by Law,1986,0,1435668,1435668,no data,no data,no data,no data
GoBots: Battle of the Rock Lords,1986,0,1338264,1338264,no data,no data,no data,no data
8 Million Ways to Die,1986,0,1305114,1305114,no data,no data,no data,no data
Native Son,1986,0,1301121,1301121,no data,no data,no data,no data
The Adventures of the American Rabbit,1986,0,1268443,1268443,no data,no data,no data,no data
From Beyond,1986,0,1261000,1261000,no data,no data,no data,no data
Water,1986,0,1256862,1256862,no data,no data,no data,no data
Touch and Go,1986,0,1254040,1254040,no data,no data,no data,no data
Home of the Brave: A Film by Laurie Anderson,1986,0,1250000,1250000,no data,no data,no data,no data
Belizaire the Cajun,1986,0,1142243,1142243,no data,no data,no data,no data
Half Moon Street,1986,0,1131399,1131399,no data,no data,no data,no data
Absolute Beginners,1986,0,930211,930211,no data,no data,no data,no data
Marlene,1986,0,852676,852676,no data,no data,no data,no data
The Adventures of Mark Twain,1986,0,849915,849915,no data,no data,no data,no data
Ginger and Fred,1986,0,837623,837623,no data,no data,no data,no data
Nutcracker,1986,0,781727,781727,no data,no data,no data,no data
Defense of the Realm,1986,0,750000,750000,no data,no data,no data,no data
Where the River Runs Black,1986,0,676166,676166,no data,no data,no data,no data
Modern Girls,1986,0,604849,604849,no data,no data,no data,no data
Knights of the City,1986,0,601451,601451,no data,no data,no data,no data
Code Name: Wild Geese,1986,0,600000,600000,no data,no data,no data,no data
Night of the Creeps,1986,0,591366,591366,no data,no data,no data,no data
Nobody's Fool,1986,0,563358,563358,no data,no data,no data,no data
The Assault,1986,0,512403,512403,no data,no data,no data,no data
Dream Lover,1986,0,502237,502237,no data,no data,no data,no data
"'night, Mother",1986,0,441863,441863,no data,no data,no data,no data
Desert Bloom,1986,0,416393,416393,no data,no data,no data,no data
Weekend Warriors,1986,0,351623,351623,no data,no data,no data,no data
La Cage aux Folles 3: The Wedding,1986,0,345280,345280,no data,no data,no data,no data
TerrorVision,1986,0,320256,320256,no data,no data,no data,no data
Every Time We Say Goodbye,1986,0,278623,278623,no data,no data,no data,no data
Lady Jane,1986,0,277646,277646,no data,no data,no data,no data
Willy/Milly,1986,0,277405,277405,no data,no data,no data,no data
The Boy in Blue,1986,0,275000,275000,no data,no data,no data,no data
The Gospel According to Vic,1986,0,267249,267249,no data,no data,no data,no data
Radioactive Dreams,1986,0,220038,220038,no data,no data,no data,no data
The Girl in the Picture,1986,0,202428,202428,no data,no data,no data,no data
Let's Get Harry,1986,0,140980,140980,no data,no data,no data,no data
Stewardess School,1986,0,136158,136158,no data,no data,no data,no data
Jocks,1986,0,120808,120808,no data,no data,no data,no data
Stripper,1986,0,90000,90000,no data,no data,no data,no data
16 Days of Glory,1986,0,83857,83857,no data,no data,no data,no data
Hardbodies 2,1986,0,78068,78068,no data,no data,no data,no data
Hollywood Vice Squad,1986,0,50379,50379,no data,no data,no data,no data
The Vindicator,1986,0,12000,12000,no data,no data,no data,no data
Duet for One,1986,0,8736,8736,no data,no data,no data,no data
Space Rage,1986,0,7689,7689,no data,no data,no data,no data
Crimewave,1986,0,5101,5101,no data,no data,no data,no data
Those Glory Glory Days,1986,0,4504,4504,no data,no data,no data,no data
Winter Flight,1986,0,2729,2729,no data,no data,no data,no data
Fatal Attraction,1987,163500000,320145693,156645693,99247158,6131840,33418012,no data
Beverly Hills Cop II,1987,146300000,299965036,153665036,18405318,1432401,14619155,no data
Dirty Dancing,1987,150000000,213446382,63446382,no data,no data,no data,no data
Three Men and a Baby,1987,0,167780960,167780960,no data,no data,no data,no data
"Good Morning, Vietnam",1987,0,123922370,123922370,no data,no data,no data,no data
Lethal Weapon,1987,55000000,120207127,65207127,no data,no data,no data,no data
The Secret of My Success,1987,44001000,110996879,66995879,no data,no data,no data,no data
Predator,1987,38532910,98268458,59735548,21808622,5587232,11137056,no data
Moonstruck,1987,0,80640528,80640528,no data,no data,no data,no data
The Untouchables,1987,0,76270454,76270454,no data,no data,no data,no data
Broadcast News,1987,16081905,67331309,51249404,10259579,820770,5001556,no data
Dragnet,1987,9286000,66673516,57387516,no data,no data,no data,no data
Stakeout,1987,0,65673233,65673233,no data,no data,no data,no data
*batteries not included,1987,32143000,65088797,32945797,no data,no data,no data,no data
The Witches of Eastwick,1987,0,63766510,63766510,no data,no data,no data,no data
Throw Momma from the Train,1987,0,57915972,57915972,no data,no data,no data,no data
La Bamba,1987,0,54215416,54215416,no data,no data,no data,no data
RoboCop,1987,0,53424681,53424681,no data,no data,no data,no data
Outrageous Fortune,1987,0,52864741,52864741,no data,no data,no data,no data
Jaws: The Revenge,1987,31118000,51881013,20763013,no data,no data,no data,no data
The Living Daylights,1987,0,51185897,51185897,no data,no data,no data,no data
Eddie Murphy: Raw,1987,0,50504655,50504655,no data,no data,no data,no data
Harry and the Hendersons,1987,20238000,49998613,29760613,no data,no data,no data,no data
"Planes, Trains and Automobiles",1987,0,49530280,49530280,no data,no data,no data,no data
Snow White and the Seven Dwarfs,1987,0,46594212,46594212,no data,no data,no data,no data
Full Metal Jacket,1987,0,46357676,46357676,no data,no data,no data,no data
A Nightmare on Elm Street 3: Dream Warriors,1987,0,44793222,44793222,no data,no data,no data,no data
The Last Emperor,1987,0,43984230,43984230,no data,no data,no data,no data
Wall Street,1987,0,43848069,43848069,no data,no data,no data,no data
Mannequin,1987,0,42721196,42721196,no data,no data,no data,no data
Roxanne,1987,0,40050884,40050884,no data,no data,no data,no data
Blind Date,1987,0,39321715,39321715,no data,no data,no data,no data
The Running Man,1987,0,38122105,38122105,no data,no data,no data,no data
Spaceballs,1987,0,38119483,38119483,no data,no data,no data,no data
Summer School,1987,0,35659098,35659098,no data,no data,no data,no data
No Way Out,1987,0,35509515,35509515,no data,no data,no data,no data
Like Father Like Son,1987,0,34377585,34377585,no data,no data,no data,no data
Adventures in Babysitting,1987,0,34368475,34368475,no data,no data,no data,no data
Cinderella,1987,0,34101149,34101149,no data,no data,no data,no data
The Lost Boys,1987,0,32222567,32222567,no data,no data,no data,no data
Can't Buy Me Love,1987,0,31623833,31623833,no data,no data,no data,no data
Nuts,1987,0,30950002,30950002,no data,no data,no data,no data
The Princess Bride,1987,0,30857814,30857814,no data,no data,no data,no data
Revenge of the Nerds II: Nerds in Paradise,1987,0,30063289,30063289,no data,no data,no data,no data
Raising Arizona,1987,6332716,29180280,22847564,no data,no data,no data,no data
Police Academy 4: Citizens on Patrol,1987,0,28061343,28061343,no data,no data,no data,no data
Overboard,1987,0,26713187,26713187,no data,no data,no data,no data
Baby Boom,1987,0,26712476,26712476,no data,no data,no data,no data
Innerspace,1987,0,25893810,25893810,no data,no data,no data,no data
Tin Men,1987,0,25411386,25411386,no data,no data,no data,no data
Black Widow,1987,0,25205460,25205460,no data,no data,no data,no data
